board_state,move
"[ 4  0  3  0  6  3  2  4  1  1  5  1  0  1  1  1  2  0  0  0  1  0  0  0
  0  0  0  0  0 -1  0  0  0  0  1  0 -1  0  0  0  0  0 -1  0  0  0  0  0
 -1 -1  0 -1 -5  0 -1 -1 -4 -2 -3  0 -6 -3 -2 -4]",a3b1
"[ 4  2  3  0  6  3  2  4  1  1  5  1  0  1  1  1  0  0  0  0  1  0  0  0
  0  0  0  0  0 -1  0  0  0  0  1  0 -1  0  0  0  0  0 -1  0  0  0  0  0
 -1 -1  0 -1 -5  0 -1 -1 -4 -2 -3  0 -6 -3 -2 -4]",f4f3
"[ 4  2  3  0  6  3  2  4  1  1  5  1  0  1  1  1  0  0  0  0  1 -1  0  0
  0  0  0  0  0  0  0  0  0  0  1  0 -1  0  0  0  0  0 -1  0  0  0  0  0
 -1 -1  0 -1 -5  0 -1 -1 -4 -2 -3  0 -6 -3 -2 -4]",d2d4
"[ 4  2  3  0  6  3  2  4  1  1  5  0  0  1  1  1  0  0  0  0  1 -1  0  0
  0  0  0  1  0  0  0  0  0  0  1  0 -1  0  0  0  0  0 -1  0  0  0  0  0
 -1 -1  0 -1 -5  0 -1 -1 -4 -2 -3  0 -6 -3 -2 -4]",d7d5
"[ 4  2  3  0  6  3  2  4  1  1  5  0  0  1  1  1  0  0  0  0  1 -1  0  0
  0  0  0  1  0  0  0  0  0  0  1 -1 -1  0  0  0  0  0 -1  0  0  0  0  0
 -1 -1  0  0 -5  0 -1 -1 -4 -2 -3  0 -6 -3 -2 -4]",c2e2
"[ 4  2  3  0  6  3  2  4  1  1  0  0  5  1  1  1  0  0  0  0  1 -1  0  0
  0  0  0  1  0  0  0  0  0  0  1 -1 -1  0  0  0  0  0 -1  0  0  0  0  0
 -1 -1  0  0 -5  0 -1 -1 -4 -2 -3  0 -6 -3 -2 -4]",e5d4
"[ 4  2  3  0  6  3  2  4  1  1  0  0  5  1  1  1  0  0  0  0  1 -1  0  0
  0  0  0 -1  0  0  0  0  0  0  1 -1  0  0  0  0  0  0 -1  0  0  0  0  0
 -1 -1  0  0 -5  0 -1 -1 -4 -2 -3  0 -6 -3 -2 -4]",b1c3
"[ 4  0  3  0  6  3  2  4  1  1  0  0  5  1  1  1  0  0  2  0  1 -1  0  0
  0  0  0 -1  0  0  0  0  0  0  1 -1  0  0  0  0  0  0 -1  0  0  0  0  0
 -1 -1  0  0 -5  0 -1 -1 -4 -2 -3  0 -6 -3 -2 -4]",c8d7
"[ 4  0  3  0  6  3  2  4  1  1  0  0  5  1  1  1  0  0  2  0  1 -1  0  0
  0  0  0 -1  0  0  0  0  0  0  1 -1  0  0  0  0  0  0 -1  0  0  0  0  0
 -1 -1  0 -3 -5  0 -1 -1 -4 -2  0  0 -6 -3 -2 -4]",e1d2
"[ 4  0  3  0  0  3  2  4  1  1  0  6  5  1  1  1  0  0  2  0  1 -1  0  0
  0  0  0 -1  0  0  0  0  0  0  1 -1  0  0  0  0  0  0 -1  0  0  0  0  0
 -1 -1  0 -3 -5  0 -1 -1 -4 -2  0  0 -6 -3 -2 -4]",d4e3
"[ 4  0  3  0  0  3  2  4  1  1  0  6  5  1  1  1  0  0  2  0 -1 -1  0  0
  0  0  0  0  0  0  0  0  0  0  1 -1  0  0  0  0  0  0 -1  0  0  0  0  0
 -1 -1  0 -3 -5  0 -1 -1 -4 -2  0  0 -6 -3 -2 -4]",f2e3
"[ 4  0  3  0  0  3  2  4  1  1  0  6  5  0  1  1  0  0  2  0  1 -1  0  0
  0  0  0  0  0  0  0  0  0  0  1 -1  0  0  0  0  0  0 -1  0  0  0  0  0
 -1 -1  0 -3 -5  0 -1 -1 -4 -2  0  0 -6 -3 -2 -4]",e7h4
"[ 4  0  3  0  0  3  2  4  1  1  0  6  5  0  1  1  0  0  2  0  1 -1  0  0
  0  0  0  0  0  0  0 -5  0  0  1 -1  0  0  0  0  0  0 -1  0  0  0  0  0
 -1 -1  0 -3  0  0 -1 -1 -4 -2  0  0 -6 -3 -2 -4]",h2h3
"[ 4  0  3  0  0  3  2  4  1  1  0  6  5  0  1  0  0  0  2  0  1 -1  0  1
  0  0  0  0  0  0  0 -5  0  0  1 -1  0  0  0  0  0  0 -1  0  0  0  0  0
 -1 -1  0 -3  0  0 -1 -1 -4 -2  0  0 -6 -3 -2 -4]",g8h6
"[ 4  0  3  0  0  3  2  4  1  1  0  6  5  0  1  0  0  0  2  0  1 -1  0  1
  0  0  0  0  0  0  0 -5  0  0  1 -1  0  0  0  0  0  0 -1  0  0  0  0 -2
 -1 -1  0 -3  0  0 -1 -1 -4 -2  0  0 -6 -3  0 -4]",c3b1
"[ 4  2  3  0  0  3  2  4  1  1  0  6  5  0  1  0  0  0  0  0  1 -1  0  1
  0  0  0  0  0  0  0 -5  0  0  1 -1  0  0  0  0  0  0 -1  0  0  0  0 -2
 -1 -1  0 -3  0  0 -1 -1 -4 -2  0  0 -6 -3  0 -4]",b8a6
"[ 4  2  3  0  0  3  2  4  1  1  0  6  5  0  1  0  0  0  0  0  1 -1  0  1
  0  0  0  0  0  0  0 -5  0  0  1 -1  0  0  0  0 -2  0 -1  0  0  0  0 -2
 -1 -1  0 -3  0  0 -1 -1 -4  0  0  0 -6 -3  0 -4]",d2d1
"[ 4  2  3  6  0  3  2  4  1  1  0  0  5  0  1  0  0  0  0  0  1 -1  0  1
  0  0  0  0  0  0  0 -5  0  0  1 -1  0  0  0  0 -2  0 -1  0  0  0  0 -2
 -1 -1  0 -3  0  0 -1 -1 -4  0  0  0 -6 -3  0 -4]",h4e4
"[ 4  2  3  6  0  3  2  4  1  1  0  0  5  0  1  0  0  0  0  0  1 -1  0  1
  0  0  0  0 -5  0  0  0  0  0  1 -1  0  0  0  0 -2  0 -1  0  0  0  0 -2
 -1 -1  0 -3  0  0 -1 -1 -4  0  0  0 -6 -3  0 -4]",b2b4
"[ 4  2  3  6  0  3  2  4  1  0  0  0  5  0  1  0  0  0  0  0  1 -1  0  1
  0  1  0  0 -5  0  0  0  0  0  1 -1  0  0  0  0 -2  0 -1  0  0  0  0 -2
 -1 -1  0 -3  0  0 -1 -1 -4  0  0  0 -6 -3  0 -4]",d7e6
"[ 4  2  3  6  0  3  2  4  1  0  0  0  5  0  1  0  0  0  0  0  1 -1  0  1
  0  1  0  0 -5  0  0  0  0  0  1 -1  0  0  0  0 -2  0 -1  0 -3  0  0 -2
 -1 -1  0  0  0  0 -1 -1 -4  0  0  0 -6 -3  0 -4]",e2f3
"[ 4  2  3  6  0  3  2  4  1  0  0  0  0  0  1  0  0  0  0  0  1  5  0  1
  0  1  0  0 -5  0  0  0  0  0  1 -1  0  0  0  0 -2  0 -1  0 -3  0  0 -2
 -1 -1  0  0  0  0 -1 -1 -4  0  0  0 -6 -3  0 -4]",e4d3
"[ 4  2  3  6  0  3  2  4  1  0  0  0  0  0  1  0  0  0  0 -5  1  5  0  1
  0  1  0  0  0  0  0  0  0  0  1 -1  0  0  0  0 -2  0 -1  0 -3  0  0 -2
 -1 -1  0  0  0  0 -1 -1 -4  0  0  0 -6 -3  0 -4]",c1d2
"[ 4  2  0  6  0  3  2  4  1  0  0  3  0  0  1  0  0  0  0 -5  1  5  0  1
  0  1  0  0  0  0  0  0  0  0  1 -1  0  0  0  0 -2  0 -1  0 -3  0  0 -2
 -1 -1  0  0  0  0 -1 -1 -4  0  0  0 -6 -3  0 -4]",e6g4
"[ 4  2  0  6  0  3  2  4  1  0  0  3  0  0  1  0  0  0  0 -5  1  5  0  1
  0  1  0  0  0  0 -3  0  0  0  1 -1  0  0  0  0 -2  0 -1  0  0  0  0 -2
 -1 -1  0  0  0  0 -1 -1 -4  0  0  0 -6 -3  0 -4]",g2g3
"[ 4  2  0  6  0  3  2  4  1  0  0  3  0  0  0  0  0  0  0 -5  1  5  1  1
  0  1  0  0  0  0 -3  0  0  0  1 -1  0  0  0  0 -2  0 -1  0  0  0  0 -2
 -1 -1  0  0  0  0 -1 -1 -4  0  0  0 -6 -3  0 -4]",a8d8
"[ 4  2  0  6  0  3  2  4  1  0  0  3  0  0  0  0  0  0  0 -5  1  5  1  1
  0  1  0  0  0  0 -3  0  0  0  1 -1  0  0  0  0 -2  0 -1  0  0  0  0 -2
 -1 -1  0  0  0  0 -1 -1  0  0  0 -4 -6 -3  0 -4]",f3e2
"[ 4  2  0  6  0  3  2  4  1  0  0  3  5  0  0  0  0  0  0 -5  1  0  1  1
  0  1  0  0  0  0 -3  0  0  0  1 -1  0  0  0  0 -2  0 -1  0  0  0  0 -2
 -1 -1  0  0  0  0 -1 -1  0  0  0 -4 -6 -3  0 -4]",e8f7
"[ 4  2  0  6  0  3  2  4  1  0  0  3  5  0  0  0  0  0  0 -5  1  0  1  1
  0  1  0  0  0  0 -3  0  0  0  1 -1  0  0  0  0 -2  0 -1  0  0  0  0 -2
 -1 -1  0  0  0 -6 -1 -1  0  0  0 -4  0 -3  0 -4]",f1g2
"[ 4  2  0  6  0  0  2  4  1  0  0  3  5  0  3  0  0  0  0 -5  1  0  1  1
  0  1  0  0  0  0 -3  0  0  0  1 -1  0  0  0  0 -2  0 -1  0  0  0  0 -2
 -1 -1  0  0  0 -6 -1 -1  0  0  0 -4  0 -3  0 -4]",d3b5
"[ 4  2  0  6  0  0  2  4  1  0  0  3  5  0  3  0  0  0  0  0  1  0  1  1
  0  1  0  0  0  0 -3  0  0 -5  1 -1  0  0  0  0 -2  0 -1  0  0  0  0 -2
 -1 -1  0  0  0 -6 -1 -1  0  0  0 -4  0 -3  0 -4]",h3g4
"[ 4  2  0  6  0  0  2  4  1  0  0  3  5  0  3  0  0  0  0  0  1  0  1  0
  0  1  0  0  0  0  1  0  0 -5  1 -1  0  0  0  0 -2  0 -1  0  0  0  0 -2
 -1 -1  0  0  0 -6 -1 -1  0  0  0 -4  0 -3  0 -4]",f7e6
"[ 4  2  0  6  0  0  2  4  1  0  0  3  5  0  3  0  0  0  0  0  1  0  1  0
  0  1  0  0  0  0  1  0  0 -5  1 -1  0  0  0  0 -2  0 -1  0 -6  0  0 -2
 -1 -1  0  0  0  0 -1 -1  0  0  0 -4  0 -3  0 -4]",g2d5
"[ 4  2  0  6  0  0  2  4  1  0  0  3  5  0  0  0  0  0  0  0  1  0  1  0
  0  1  0  0  0  0  1  0  0 -5  1  3  0  0  0  0 -2  0 -1  0 -6  0  0 -2
 -1 -1  0  0  0  0 -1 -1  0  0  0 -4  0 -3  0 -4]",e6d7
"[ 4  2  0  6  0  0  2  4  1  0  0  3  5  0  0  0  0  0  0  0  1  0  1  0
  0  1  0  0  0  0  1  0  0 -5  1  3  0  0  0  0 -2  0 -1  0  0  0  0 -2
 -1 -1  0 -6  0  0 -1 -1  0  0  0 -4  0 -3  0 -4]",d2c3
"[ 4  2  0  6  0  0  2  4  1  0  0  0  5  0  0  0  0  0  3  0  1  0  1  0
  0  1  0  0  0  0  1  0  0 -5  1  3  0  0  0  0 -2  0 -1  0  0  0  0 -2
 -1 -1  0 -6  0  0 -1 -1  0  0  0 -4  0 -3  0 -4]",c6d5
"[ 4  2  0  6  0  0  2  4  1  0  0  0  5  0  0  0  0  0  3  0  1  0  1  0
  0  1  0  0  0  0  1  0  0 -5  1 -1  0  0  0  0 -2  0  0  0  0  0  0 -2
 -1 -1  0 -6  0  0 -1 -1  0  0  0 -4  0 -3  0 -4]",e2b2
"[ 4  2  0  6  0  0  2  4  1  5  0  0  0  0  0  0  0  0  3  0  1  0  1  0
  0  1  0  0  0  0  1  0  0 -5  1 -1  0  0  0  0 -2  0  0  0  0  0  0 -2
 -1 -1  0 -6  0  0 -1 -1  0  0  0 -4  0 -3  0 -4]",a6c5
"[ 4  2  0  6  0  0  2  4  1  5  0  0  0  0  0  0  0  0  3  0  1  0  1  0
  0  1  0  0  0  0  1  0  0 -5 -2 -1  0  0  0  0  0  0  0  0  0  0  0 -2
 -1 -1  0 -6  0  0 -1 -1  0  0  0 -4  0 -3  0 -4]",b2g2
"[ 4  2  0  6  0  0  2  4  1  0  0  0  0  0  5  0  0  0  3  0  1  0  1  0
  0  1  0  0  0  0  1  0  0 -5 -2 -1  0  0  0  0  0  0  0  0  0  0  0 -2
 -1 -1  0 -6  0  0 -1 -1  0  0  0 -4  0 -3  0 -4]",b5a4
"[ 4  2  0  6  0  0  2  4  1  0  0  0  0  0  5  0  0  0  3  0  1  0  1  0
 -5  1  0  0  0  0  1  0  0  0 -2 -1  0  0  0  0  0  0  0  0  0  0  0 -2
 -1 -1  0 -6  0  0 -1 -1  0  0  0 -4  0 -3  0 -4]",g2c2
"[ 4  2  0  6  0  0  2  4  1  0  5  0  0  0  0  0  0  0  3  0  1  0  1  0
 -5  1  0  0  0  0  1  0  0  0 -2 -1  0  0  0  0  0  0  0  0  0  0  0 -2
 -1 -1  0 -6  0  0 -1 -1  0  0  0 -4  0 -3  0 -4]",c5e4
"[ 4  2  0  6  0  0  2  4  1  0  5  0  0  0  0  0  0  0  3  0  1  0  1  0
 -5  1  0  0 -2  0  1  0  0  0  0 -1  0  0  0  0  0  0  0  0  0  0  0 -2
 -1 -1  0 -6  0  0 -1 -1  0  0  0 -4  0 -3  0 -4]",h1h3
"[ 4  2  0  6  0  0  2  0  1  0  5  0  0  0  0  0  0  0  3  0  1  0  1  4
 -5  1  0  0 -2  0  1  0  0  0  0 -1  0  0  0  0  0  0  0  0  0  0  0 -2
 -1 -1  0 -6  0  0 -1 -1  0  0  0 -4  0 -3  0 -4]",a4b4
"[ 4  2  0  6  0  0  2  0  1  0  5  0  0  0  0  0  0  0  3  0  1  0  1  4
  0 -5  0  0 -2  0  1  0  0  0  0 -1  0  0  0  0  0  0  0  0  0  0  0 -2
 -1 -1  0 -6  0  0 -1 -1  0  0  0 -4  0 -3  0 -4]",h3h1
"[ 4  2  0  6  0  0  2  4  1  0  5  0  0  0  0  0  0  0  3  0  1  0  1  0
  0 -5  0  0 -2  0  1  0  0  0  0 -1  0  0  0  0  0  0  0  0  0  0  0 -2
 -1 -1  0 -6  0  0 -1 -1  0  0  0 -4  0 -3  0 -4]",d7e6
"[ 4  2  0  6  0  0  2  4  1  0  5  0  0  0  0  0  0  0  3  0  1  0  1  0
  0 -5  0  0 -2  0  1  0  0  0  0 -1  0  0  0  0  0  0  0  0 -6  0  0 -2
 -1 -1  0  0  0  0 -1 -1  0  0  0 -4  0 -3  0 -4]",c2a4
"[ 4  2  0  6  0  0  2  4  1  0  0  0  0  0  0  0  0  0  3  0  1  0  1  0
  5 -5  0  0 -2  0  1  0  0  0  0 -1  0  0  0  0  0  0  0  0 -6  0  0 -2
 -1 -1  0  0  0  0 -1 -1  0  0  0 -4  0 -3  0 -4]",b4c3
"[ 4  2  0  6  0  0  2  4  1  0  0  0  0  0  0  0  0  0 -5  0  1  0  1  0
  5  0  0  0 -2  0  1  0  0  0  0 -1  0  0  0  0  0  0  0  0 -6  0  0 -2
 -1 -1  0  0  0  0 -1 -1  0  0  0 -4  0 -3  0 -4]",g1e2
"[ 4  2  0  6  0  0  0  4  1  0  0  0  2  0  0  0  0  0 -5  0  1  0  1  0
  5  0  0  0 -2  0  1  0  0  0  0 -1  0  0  0  0  0  0  0  0 -6  0  0 -2
 -1 -1  0  0  0  0 -1 -1  0  0  0 -4  0 -3  0 -4]",c3e3
"[ 4  2  0  6  0  0  0  4  1  0  0  0  2  0  0  0  0  0  0  0 -5  0  1  0
  5  0  0  0 -2  0  1  0  0  0  0 -1  0  0  0  0  0  0  0  0 -6  0  0 -2
 -1 -1  0  0  0  0 -1 -1  0  0  0 -4  0 -3  0 -4]",e2c1
"[ 4  2  2  6  0  0  0  4  1  0  0  0  0  0  0  0  0  0  0  0 -5  0  1  0
  5  0  0  0 -2  0  1  0  0  0  0 -1  0  0  0  0  0  0  0  0 -6  0  0 -2
 -1 -1  0  0  0  0 -1 -1  0  0  0 -4  0 -3  0 -4]",e3b6
"[ 4  2  2  6  0  0  0  4  1  0  0  0  0  0  0  0  0  0  0  0  0  0  1  0
  5  0  0  0 -2  0  1  0  0  0  0 -1  0  0  0  0  0 -5  0  0 -6  0  0 -2
 -1 -1  0  0  0  0 -1 -1  0  0  0 -4  0 -3  0 -4]",a4d7
"[ 4  2  2  6  0  0  0  4  1  0  0  0  0  0  0  0  0  0  0  0  0  0  1  0
  0  0  0  0 -2  0  1  0  0  0  0 -1  0  0  0  0  0 -5  0  0 -6  0  0 -2
 -1 -1  0  5  0  0 -1 -1  0  0  0 -4  0 -3  0 -4]",e6f6
"[ 4  2  2  6  0  0  0  4  1  0  0  0  0  0  0  0  0  0  0  0  0  0  1  0
  0  0  0  0 -2  0  1  0  0  0  0 -1  0  0  0  0  0 -5  0  0  0 -6  0 -2
 -1 -1  0  5  0  0 -1 -1  0  0  0 -4  0 -3  0 -4]",g4g5
"[ 4  2  2  6  0  0  0  4  1  0  0  0  0  0  0  0  0  0  0  0  0  0  1  0
  0  0  0  0 -2  0  0  0  0  0  0 -1  0  0  1  0  0 -5  0  0  0 -6  0 -2
 -1 -1  0  5  0  0 -1 -1  0  0  0 -4  0 -3  0 -4]",f6g6
"[ 4  2  2  6  0  0  0  4  1  0  0  0  0  0  0  0  0  0  0  0  0  0  1  0
  0  0  0  0 -2  0  0  0  0  0  0 -1  0  0  1  0  0 -5  0  0  0  0 -6 -2
 -1 -1  0  5  0  0 -1 -1  0  0  0 -4  0 -3  0 -4]",d7f5
"[ 4  2  2  6  0  0  0  4  1  0  0  0  0  0  0  0  0  0  0  0  0  0  1  0
  0  0  0  0 -2  0  0  0  0  0  0 -1  0  5  1  0  0 -5  0  0  0  0 -6 -2
 -1 -1  0  0  0  0 -1 -1  0  0  0 -4  0 -3  0 -4]",g6f5
"[ 4  2  2  6  0  0  0  4  1  0  0  0  0  0  0  0  0  0  0  0  0  0  1  0
  0  0  0  0 -2  0  0  0  0  0  0 -1  0 -6  1  0  0 -5  0  0  0  0  0 -2
 -1 -1  0  0  0  0 -1 -1  0  0  0 -4  0 -3  0 -4]",h1h6
"[ 4  2  2  6  0  0  0  0  1  0  0  0  0  0  0  0  0  0  0  0  0  0  1  0
  0  0  0  0 -2  0  0  0  0  0  0 -1  0 -6  1  0  0 -5  0  0  0  0  0  4
 -1 -1  0  0  0  0 -1 -1  0  0  0 -4  0 -3  0 -4]",b6b2
"[ 4  2  2  6  0  0  0  0  1 -5  0  0  0  0  0  0  0  0  0  0  0  0  1  0
  0  0  0  0 -2  0  0  0  0  0  0 -1  0 -6  1  0  0  0  0  0  0  0  0  4
 -1 -1  0  0  0  0 -1 -1  0  0  0 -4  0 -3  0 -4]",h6f6
"[ 4  2  2  6  0  0  0  0  1 -5  0  0  0  0  0  0  0  0  0  0  0  0  1  0
  0  0  0  0 -2  0  0  0  0  0  0 -1  0 -6  1  0  0  0  0  0  0  4  0  0
 -1 -1  0  0  0  0 -1 -1  0  0  0 -4  0 -3  0 -4]",g7f6
"[ 4  2  2  6  0  0  0  0  1 -5  0  0  0  0  0  0  0  0  0  0  0  0  1  0
  0  0  0  0 -2  0  0  0  0  0  0 -1  0 -6  1  0  0  0  0  0  0 -1  0  0
 -1 -1  0  0  0  0  0 -1  0  0  0 -4  0 -3  0 -4]",b1d2
"[ 4  0  2  6  0  0  0  0  1 -5  0  2  0  0  0  0  0  0  0  0  0  0  1  0
  0  0  0  0 -2  0  0  0  0  0  0 -1  0 -6  1  0  0  0  0  0  0 -1  0  0
 -1 -1  0  0  0  0  0 -1  0  0  0 -4  0 -3  0 -4]",f8h6
"[ 4  0  2  6  0  0  0  0  1 -5  0  2  0  0  0  0  0  0  0  0  0  0  1  0
  0  0  0  0 -2  0  0  0  0  0  0 -1  0 -6  1  0  0  0  0  0  0 -1  0 -3
 -1 -1  0  0  0  0  0 -1  0  0  0 -4  0  0  0 -4]",d1e1
"[ 4  0  2  0  6  0  0  0  1 -5  0  2  0  0  0  0  0  0  0  0  0  0  1  0
  0  0  0  0 -2  0  0  0  0  0  0 -1  0 -6  1  0  0  0  0  0  0 -1  0 -3
 -1 -1  0  0  0  0  0 -1  0  0  0 -4  0  0  0 -4]",b2c3
"[ 4  0  2  0  6  0  0  0  1  0  0  2  0  0  0  0  0  0 -5  0  0  0  1  0
  0  0  0  0 -2  0  0  0  0  0  0 -1  0 -6  1  0  0  0  0  0  0 -1  0 -3
 -1 -1  0  0  0  0  0 -1  0  0  0 -4  0  0  0 -4]",g3g4
"[ 4  0  2  0  6  0  0  0  1  0  0  2  0  0  0  0  0  0 -5  0  0  0  0  0
  0  0  0  0 -2  0  1  0  0  0  0 -1  0 -6  1  0  0  0  0  0  0 -1  0 -3
 -1 -1  0  0  0  0  0 -1  0  0  0 -4  0  0  0 -4]",f5g6
"[ 4  0  2  0  6  0  0  0  1  0  0  2  0  0  0  0  0  0 -5  0  0  0  0  0
  0  0  0  0 -2  0  1  0  0  0  0 -1  0  0  1  0  0  0  0  0  0 -1 -6 -3
 -1 -1  0  0  0  0  0 -1  0  0  0 -4  0  0  0 -4]",c1d3
"[ 4  0  0  0  6  0  0  0  1  0  0  2  0  0  0  0  0  0 -5  2  0  0  0  0
  0  0  0  0 -2  0  1  0  0  0  0 -1  0  0  1  0  0  0  0  0  0 -1 -6 -3
 -1 -1  0  0  0  0  0 -1  0  0  0 -4  0  0  0 -4]",h8e8
"[ 4  0  0  0  6  0  0  0  1  0  0  2  0  0  0  0  0  0 -5  2  0  0  0  0
  0  0  0  0 -2  0  1  0  0  0  0 -1  0  0  1  0  0  0  0  0  0 -1 -6 -3
 -1 -1  0  0  0  0  0 -1  0  0  0 -4 -4  0  0  0]",d3f4
"[ 4  0  0  0  6  0  0  0  1  0  0  2  0  0  0  0  0  0 -5  0  0  0  0  0
  0  0  0  0 -2  2  1  0  0  0  0 -1  0  0  1  0  0  0  0  0  0 -1 -6 -3
 -1 -1  0  0  0  0  0 -1  0  0  0 -4 -4  0  0  0]",g6g7
"[ 4  0  0  0  6  0  0  0  1  0  0  2  0  0  0  0  0  0 -5  0  0  0  0  0
  0  0  0  0 -2  2  1  0  0  0  0 -1  0  0  1  0  0  0  0  0  0 -1  0 -3
 -1 -1  0  0  0  0 -6 -1  0  0  0 -4 -4  0  0  0]",a1d1
"[ 0  0  0  4  6  0  0  0  1  0  0  2  0  0  0  0  0  0 -5  0  0  0  0  0
  0  0  0  0 -2  2  1  0  0  0  0 -1  0  0  1  0  0  0  0  0  0 -1  0 -3
 -1 -1  0  0  0  0 -6 -1  0  0  0 -4 -4  0  0  0]",c3c5
"[ 0  0  0  4  6  0  0  0  1  0  0  2  0  0  0  0  0  0  0  0  0  0  0  0
  0  0  0  0 -2  2  1  0  0  0 -5 -1  0  0  1  0  0  0  0  0  0 -1  0 -3
 -1 -1  0  0  0  0 -6 -1  0  0  0 -4 -4  0  0  0]",g5h6
"[ 0  0  0  4  6  0  0  0  1  0  0  2  0  0  0  0  0  0  0  0  0  0  0  0
  0  0  0  0 -2  2  1  0  0  0 -5 -1  0  0  0  0  0  0  0  0  0 -1  0  1
 -1 -1  0  0  0  0 -6 -1  0  0  0 -4 -4  0  0  0]",g7h8
"[ 0  0  0  4  6  0  0  0  1  0  0  2  0  0  0  0  0  0  0  0  0  0  0  0
  0  0  0  0 -2  2  1  0  0  0 -5 -1  0  0  0  0  0  0  0  0  0 -1  0  1
 -1 -1  0  0  0  0  0 -1  0  0  0 -4 -4  0  0 -6]",d1b1
"[ 0  4  0  0  6  0  0  0  1  0  0  2  0  0  0  0  0  0  0  0  0  0  0  0
  0  0  0  0 -2  2  1  0  0  0 -5 -1  0  0  0  0  0  0  0  0  0 -1  0  1
 -1 -1  0  0  0  0  0 -1  0  0  0 -4 -4  0  0 -6]",f6f5
"[ 0  4  0  0  6  0  0  0  1  0  0  2  0  0  0  0  0  0  0  0  0  0  0  0
  0  0  0  0 -2  2  1  0  0  0 -5 -1  0 -1  0  0  0  0  0  0  0  0  0  1
 -1 -1  0  0  0  0  0 -1  0  0  0 -4 -4  0  0 -6]",d2f1
"[ 0  4  0  0  6  2  0  0  1  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0
  0  0  0  0 -2  2  1  0  0  0 -5 -1  0 -1  0  0  0  0  0  0  0  0  0  1
 -1 -1  0  0  0  0  0 -1  0  0  0 -4 -4  0  0 -6]",e4g5
"[ 0  4  0  0  6  2  0  0  1  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0
  0  0  0  0  0  2  1  0  0  0 -5 -1  0 -1 -2  0  0  0  0  0  0  0  0  1
 -1 -1  0  0  0  0  0 -1  0  0  0 -4 -4  0  0 -6]",f1e3
